# common-definitions.url: git@github.com:IAMconsortium/common-definitions
# common-definitions.commit_hash: 7e32405ade790677a6022ff498395bff00d9792d
# common-definitions.commit_timestamp: 2025-10-20 10:42:13
variable,description,unit,tier,Internal_variable,Status,comments.answers,navigate,engage,notes,lower_bound,note,range,region.aggregation,check.aggregate,skip.region.aggregation,sdg,weight,min,components,shape,agmip,ngfs5
Emissions|Kyoto Gases|Energy|Demand|Bunkers,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from international bunker fuels (IPCC category 1A3ai and 1A3di)",Mt CO2-equiv/yr,2,kyoto_gases_clean,done,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Demand|Bunkers|International Aviation,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from bunker fuels for international aviation",Mt CO2-equiv/yr,2,kyoto_gases_clean,done,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Demand|Bunkers|International Shipping,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from bunker fuels for international shipping",Mt CO2-equiv/yr,2,kyoto_gases_clean,done,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Demand|Commercial,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from fuel combustion in the commercial and institutional sectors (IPCC category 1A4a)",Mt CO2-equiv/yr,2,kyoto_gases_clean,done,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Demand|Commercial|Biomass,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from combustion of solid biomass (e.g., commercial charcoal, wood chips, wood pellets) including traditional bioenergy (e.g., fuelwood) in the commercial and institutional sectors (IPCC category 1A4a)",Mt CO2-equiv/yr,3,kyoto_gases_clean,done,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Demand|Commercial|Biomass|Modern,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from combustion of modern biomass including 2nd generation bioenergy crops, crop and forestry residue and municipal solid waste bioenergy in the commercial and institutional sectors (IPCC category 1A4a)",Mt CO2-equiv/yr,3,,,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Demand|Commercial|Biomass|Traditional,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from combustion of traditional biomass including fuelwood in the commercial and institutional sectors (IPCC category 1A4a)",Mt CO2-equiv/yr,3,kyoto_gases_clean,done,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Demand|Industry,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from fuel combustion in industry (IPCC category 1A2)",Mt CO2-equiv/yr,2,kyoto_gases_clean,done,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Demand|Industry|Biomass,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from combustion of solid biomass (e.g., commercial charcoal, wood chips, wood pellets) including traditional bioenergy (e.g., fuelwood) in industry (IPCC category 1A2)",Mt CO2-equiv/yr,3,kyoto_gases_clean,done,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Demand|Industry|Biomass|Modern,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from combustion of modern biomass including 2nd generation bioenergy crops, crop and forestry residue and municipal solid waste bioenergy in industry (IPCC category 1A2)",Mt CO2-equiv/yr,3,,,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Demand|Industry|Biomass|Traditional,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from combustion of traditional biomass including fuelwood in industry (IPCC category 1A2)",Mt CO2-equiv/yr,3,kyoto_gases_clean,done,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Demand|Other Sector,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from fuel combustion in other sectors",Mt CO2-equiv/yr,2,kyoto_gases_clean,done,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Demand|Other Sector|Biomass,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from combustion of solid biomass (e.g., commercial charcoal, wood chips, wood pellets) including traditional bioenergy (e.g., fuelwood) in other sectors",Mt CO2-equiv/yr,3,kyoto_gases_clean,done,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Demand|Other Sector|Biomass|Modern,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from combustion of modern biomass including 2nd generation bioenergy crops, crop and forestry residue and municipal solid waste bioenergy in other sectors",Mt CO2-equiv/yr,3,,,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Demand|Other Sector|Biomass|Traditional,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from combustion of traditional biomass including fuelwood in other sectors",Mt CO2-equiv/yr,3,kyoto_gases_clean,done,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Demand|Residential,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from fuel combustion in the residential sector (IPCC category 1A4b)",Mt CO2-equiv/yr,2,kyoto_gases_clean,done,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from fuel combustion in residential, commercial and institutional sectors (IPCC category 1A4a and 1A4b)",Mt CO2-equiv/yr,2,kyoto_gases_clean,done,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial and AFOFI,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from fuel combustion in residential, commercial and institutional sectors (IPCC category 1A4a and 1A4b) and agriculture, forestry and fishing (AFOFI) (IPCC category 1A4c)",Mt CO2-equiv/yr,2,kyoto_gases_clean,done,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial and AFOFI|Biomass,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from combustion of solid biomass (e.g., commercial charcoal, wood chips, wood pellets) including traditional bioenergy (e.g., fuelwood) in residential, commercial and institutional sectors (IPCC category 1A4a and 1A4b) and agriculture, forestry and fishing (AFOFI) (IPCC category 1A4c)",Mt CO2-equiv/yr,3,kyoto_gases_clean,done,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial and AFOFI|Biomass|Modern,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from combustion of modern biomass including 2nd generation bioenergy crops, crop and forestry residue and municipal solid waste bioenergy in residential, commercial and institutional sectors (IPCC category 1A4a and 1A4b) and agriculture, forestry and fishing (AFOFI) (IPCC category 1A4c)",Mt CO2-equiv/yr,3,,,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial and AFOFI|Biomass|Traditional,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from combustion of traditional biomass including fuelwood in residential, commercial and institutional sectors (IPCC category 1A4a and 1A4b) and agriculture, forestry and fishing (AFOFI) (IPCC category 1A4c)",Mt CO2-equiv/yr,3,kyoto_gases_clean,done,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial|Biomass,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from combustion of solid biomass (e.g., commercial charcoal, wood chips, wood pellets) including traditional bioenergy (e.g., fuelwood) in residential, commercial and institutional sectors (IPCC category 1A4a and 1A4b)",Mt CO2-equiv/yr,3,kyoto_gases_clean,done,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial|Biomass|Modern,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from combustion of modern biomass including 2nd generation bioenergy crops, crop and forestry residue and municipal solid waste bioenergy in residential, commercial and institutional sectors (IPCC category 1A4a and 1A4b)",Mt CO2-equiv/yr,3,,,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial|Biomass|Traditional,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from combustion of traditional biomass including fuelwood in residential, commercial and institutional sectors (IPCC category 1A4a and 1A4b)",Mt CO2-equiv/yr,3,kyoto_gases_clean,done,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Demand|Residential|Biomass,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from combustion of solid biomass (e.g., commercial charcoal, wood chips, wood pellets) including traditional bioenergy (e.g., fuelwood) in the residential sector (IPCC category 1A4b)",Mt CO2-equiv/yr,3,kyoto_gases_clean,done,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Demand|Residential|Biomass|Modern,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from combustion of modern biomass including 2nd generation bioenergy crops, crop and forestry residue and municipal solid waste bioenergy in the residential sector (IPCC category 1A4b)",Mt CO2-equiv/yr,3,,,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Demand|Residential|Biomass|Traditional,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from combustion of traditional biomass including fuelwood in the residential sector (IPCC category 1A4b)",Mt CO2-equiv/yr,3,kyoto_gases_clean,done,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Demand|Transportation,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from fuel combustion in transportation (IPCC category 1A3), excluding emissions from international bunker fuels (IPCC category 1A3ai and 1A3di), excluding pipeline emissions (IPCC category 1A3ei)",Mt CO2-equiv/yr,2,kyoto_gases_clean,done,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Demand|Transportation|Bus,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from fuel combustion by passenger buses",Mt CO2-equiv/yr,3,kyoto_gases_clean,,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Demand|Transportation|Domestic Aviation,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from fuel combustion in domestic aviation, excluding emissions from bunker fuels in international aviation",Mt CO2-equiv/yr,2,kyoto_gases_clean,,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Demand|Transportation|Domestic Shipping,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from fuel combustion in domestic shipping, excluding emissions from bunker fuels in international shipping",Mt CO2-equiv/yr,3,kyoto_gases_clean,,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Demand|Transportation|Light-Duty Vehicle,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from fuel combustion by light-duty vehicles",Mt CO2-equiv/yr,3,kyoto_gases_clean,done,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Demand|Transportation|Light-Duty Vehicle|Compact Car,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from fuel combustion by compact cars",Mt CO2-equiv/yr,4,,,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Demand|Transportation|Light-Duty Vehicle|Large Car and SUV,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from fuel combustion by large cars and sports-utility vehicles (SUV)",Mt CO2-equiv/yr,4,kyoto_gases_clean,,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Demand|Transportation|Light-Duty Vehicle|Midsize Car,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from fuel combustion by midsize cars",Mt CO2-equiv/yr,4,kyoto_gases_clean,,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Demand|Transportation|Light-Duty Vehicle|Subcompact Car,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from fuel combustion by subcompact cars",Mt CO2-equiv/yr,4,kyoto_gases_clean,,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Demand|Transportation|Light-Duty Vehicle|Two-Wheeler,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from fuel combustion by two-wheelers",Mt CO2-equiv/yr,4,kyoto_gases_clean,,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Demand|Transportation|Rail,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from fuel combustion by railways",Mt CO2-equiv/yr,3,kyoto_gases_clean,,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Demand|Transportation|Truck,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from fuel combustion by trucks",Mt CO2-equiv/yr,3,kyoto_gases_clean,done,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Supply,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from fuel combustion and fugitive emissions from fuels, including electricity and heat production and distribution (IPCC category 1A1a), other energy conversion (e.g., refineries, synfuel production, solid fuel processing, IPCC category 1Ab, 1Ac), incl. pipeline transportation (IPCC category 1A3ei), fugitive emissions from fuels (IPCC category 1B) and emissions from carbon dioxide transport and storage (IPCC category 1C)",Mt CO2-equiv/yr,1,kyoto_gases_clean,done,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Supply|Biomass,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from combustion of solid biomass (e.g., commercial charcoal, wood chips, wood pellets) including traditional bioenergy (e.g., fuelwood), including electricity and heat production and distribution (IPCC category 1A1a)",Mt CO2-equiv/yr,3,kyoto_gases_clean,done,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Supply|Biomass|Modern,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from combustion of modern biomass including 2nd generation bioenergy crops, crop and forestry residue and municipal solid waste bioenergy, including electricity and heat production and distribution (IPCC category 1A1a)",Mt CO2-equiv/yr,3,,,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Supply|Biomass|Traditional,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from combustion of traditional biomass including fuelwood, including electricity and heat production and distribution (IPCC category 1A1a)",Mt CO2-equiv/yr,3,kyoto_gases_clean,done,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Supply|Combustion,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from fuel combustion in energy supply, including electricity and heat production and distribution (IPCC category 1A1a), other energy conversion (e.g. refineries, synfuel production, solid fuel processing, IPCC category 1Ab, 1Ac), incl. pipeline transportation (IPCC category 1A3ei) and emissions from carbon dioxide transport and storage (IPCC category 1C)",Mt CO2-equiv/yr,3,,,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Supply|Electricity,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases for electricity generation",Mt CO2-equiv/yr,2,kyoto_gases_clean,done,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Supply|Fugitive,"Fugitive emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from fuels in energy extraction, processing, storage and transport (IPCC category 1B)",Mt CO2-equiv/yr,3,,,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Supply|Gases,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases for production of gaseous fuels including natural gas and biogas, not including hydrogen",Mt CO2-equiv/yr,2,kyoto_gases_clean,done,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Supply|Gases|Biomass,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases for production of gaseous fuels from biogenic sources, mainly biogas",Mt CO2-equiv/yr,3,kyoto_gases_clean,done,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Supply|Gases|Coal,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases for production of gaseous fuels from fossil coal gasification",Mt CO2-equiv/yr,3,,,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Supply|Gases|Combustion,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from fuel combustion during production of gaseous fuels not including hydrogen",Mt CO2-equiv/yr,3,,,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Supply|Gases|Electricity,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases for production of gas from electricity i.e., 'power-to-gas' (if hydrogen is not explicitly modeled as an intermediate product)",Mt CO2-equiv/yr,3,,,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Supply|Gases|Fossil,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases for production of gaseous fuels from fossil fuels including natural gas and coal",Mt CO2-equiv/yr,3,,,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Supply|Gases|Fugitive,"Fugitive emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases during production of gaseous fuels not including hydrogen",Mt CO2-equiv/yr,3,,,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Supply|Gases|Gas,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases for production of fossil methane ('natural gas')",Mt CO2-equiv/yr,3,,,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Supply|Gases|Hydrogen,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases for production of gaseous fuels from hydrogen (if hydrogen is explicitly modeled as a commodity and not an implicit intermediate product of the transformation technologies)",Mt CO2-equiv/yr,3,,,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Supply|Gases|Other,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases for production of gaseous fuels from sources that do not fit any other category",Mt CO2-equiv/yr,3,,,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Supply|Heat,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases for production of centralized heat",Mt CO2-equiv/yr,2,kyoto_gases_clean,done,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Supply|Heat|Biomass,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases for production of centralized heat from biomass, including biogas",Mt CO2-equiv/yr,3,,,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Supply|Heat|Coal,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases for production of centralized heat from coal",Mt CO2-equiv/yr,3,,,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Supply|Heat|Combustion,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases from fuel combustion during production of heat",Mt CO2-equiv/yr,3,,,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Supply|Heat|Electricity,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases for production of centralized heat from electricity",Mt CO2-equiv/yr,3,,,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Supply|Heat|Fossil,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases for production of centralized heat from fossil fuels including natural gas, oil and coal",Mt CO2-equiv/yr,3,,,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Supply|Heat|Fugitive,"Fugitive emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases during production of heat",Mt CO2-equiv/yr,3,,,,,,,,,,,,,,,,,,,
Emissions|Kyoto Gases|Energy|Supply|Heat|Gas,"Emissions of Kyoto GHG emissions, including CO2, CH4, N2O and F-gases for production of centralized heat from fossil methane ('natural gas')",Mt CO2-equiv/yr,3,,,,,,,,,,,,,,,,,,,
